,Title,Post number,Date,Nickname,Link
90,강경축제 셔틀,641420,2023.10.22. 09:11,두리둥실 유훗,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641420&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQyMCwiaXNzdWVkQXQiOjE3MzI2MDY2OTk1MTcsImNhZmVJZCI6MjEyOTAzNjl9.vvvxytBiX2SYvGwVp3bfUQhwEOa9yzp6m8b1pyxR8UY&where=search&referrerAllArticles=true
91,강경 젓갈축제 순환버스요,641419,2023.10.22. 08:54,시작,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641419&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQxOSwiaXNzdWVkQXQiOjE3MzI2MDY2OTk1MzIsImNhZmVJZCI6MjEyOTAzNjl9.Xjv8D8R-zslDu4-cxwi9i8dfsaPs-ZR77pnigJd2nCU&where=search&referrerAllArticles=true
92,강경젓갈축제 순환버스 궁금해요.,641400,2023.10.21. 21:23,melodia,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641400&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTQwMCwiaXNzdWVkQXQiOjE3MzI2MDY2OTk1NDUsImNhZmVJZCI6MjEyOTAzNjl9.zQBvr--95WYSK4xrkBToBTyUXPUUIgvv3eRnV5YK9Wc&where=search&referrerAllArticles=true
93,강경젓갈축제 셋째 날??,641380,2023.10.21. 16:51,겨자씨,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641380&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTM4MCwiaXNzdWVkQXQiOjE3MzI2MDY2OTk1NTgsImNhZmVJZCI6MjEyOTAzNjl9.1iTgNMh8m835InnSJYvEKYG6C53Ave17LXGABU_Pr-k&where=search&referrerAllArticles=true
94,강경젓갈축제 둘째날 풍경,641308,2023.10.20. 17:48,겨자씨,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641308&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTMwOCwiaXNzdWVkQXQiOjE3MzI2MDY2OTk1NzIsImNhZmVJZCI6MjEyOTAzNjl9.lSA_03r3T7zQxS3etsI2r4h-5_vwhtpngIy-V0vCgb0&where=search&referrerAllArticles=true
95,강경젓갈축제요,641306,2023.10.20. 17:35,호호아,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641306&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTMwNiwiaXNzdWVkQXQiOjE3MzI2MDY2OTk1ODUsImNhZmVJZCI6MjEyOTAzNjl9.8v32aTv-DmL3Ab0aG7OiiKmcix-KhVFJ8M1CNOl-z88&where=search&referrerAllArticles=true
96,강경젓갈축제 아이 놀이기구 있을까요?,641298,2023.10.20. 16:33,유콰한그녀v소띠,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641298&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTI5OCwiaXNzdWVkQXQiOjE3MzI2MDY2OTk2MDIsImNhZmVJZCI6MjEyOTAzNjl9.4YKj1AZGd4hKmUX6ha3NK-SKY4-Gs5eRz46Vp2qyX0o&where=search&referrerAllArticles=true
97,강경젓갈축제에서 사과 사왔는데 진짜 맛있네요 ㅎ,641278,2023.10.20. 14:37,먼지언니,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641278&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTI3OCwiaXNzdWVkQXQiOjE3MzI2MDY2OTk2MTgsImNhZmVJZCI6MjEyOTAzNjl9.dSFziQY68q6dEgs2uHVjYMPcLm0MgyiVxzxBjyU20DU&where=search&referrerAllArticles=true
98,강경젓갈축제 순환버스 궁금해요,641223,2023.10.19. 22:12,natural,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641223&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTIyMywiaXNzdWVkQXQiOjE3MzI2MDY2OTk2MzQsImNhZmVJZCI6MjEyOTAzNjl9.ppT_dcn5GyBdIwN8UZ0IvX1YKQkyhoR4qHxkvzSfsrs&where=search&referrerAllArticles=true
99,강경젓갈축제에 혹시 홍게도 파나요??,641196,2023.10.19. 19:28,머쉬룸,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EA%B0%95%EA%B2%BD%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=641196&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY0MTE5NiwiaXNzdWVkQXQiOjE3MzI2MDY2OTk2NDcsImNhZmVJZCI6MjEyOTAzNjl9.Tpl4d3UaQMeD52juiUM0DkByhB8KU3C3_UCyG91qw8o&where=search&referrerAllArticles=true
100,젓갈축제 그 김치 맞습니다! 도래미김치 입점 인사드립니다?,675501,2024.11.06. 19:40,도래미김치,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=675501&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NTUwMSwiaXNzdWVkQXQiOjE3MzI2MDcxMjgwMDIsImNhZmVJZCI6MjEyOTAzNjl9.iacTk_VM_zZWaBqW4m1oJeApHMn9fBIPyt0Ugt4SlZs&where=search&referrerAllArticles=true
101,이번 강경젓갈축제 김치판매에 대해~,674975,2024.10.31. 14:23,흔한남매맘,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674975&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDk3NSwiaXNzdWVkQXQiOjE3MzI2MDcxMjgwMjAsImNhZmVJZCI6MjEyOTAzNjl9.n3ovu-UJRC7HCOWAX1o6uIwO9ZUv-VA3_D2iYKvQ7k4&where=search&referrerAllArticles=true
102,젓갈축제 체험때 담궈온 김치 드셔보셨나요?,674793,2024.10.29. 11:28,아지,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674793&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDc5MywiaXNzdWVkQXQiOjE3MzI2MDcxMjgwMzcsImNhZmVJZCI6MjEyOTAzNjl9.bl5QtxAkVIy49PRfUo1kgwwe8LvG8vWChlkZe1E3nZ8&where=search&referrerAllArticles=true
103,젓갈축제,674104,2024.10.20. 15:07,딸기mam,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674104&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDEwNCwiaXNzdWVkQXQiOjE3MzI2MDcxMjgwNTUsImNhZmVJZCI6MjEyOTAzNjl9.dN5ZRcOMCjIFknhUroKvrMXhSZ7P-pXGaFJxa35kCsw&where=search&referrerAllArticles=true
104,강경젓갈축제에 논산시동물보호센터에서도 왔네요,674101,2024.10.20. 14:26,딱콩,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674101&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDEwMSwiaXNzdWVkQXQiOjE3MzI2MDcxMjgwNzMsImNhZmVJZCI6MjEyOTAzNjl9.054HsBFG1A1UCyiZwLPOCqgrX0amcD2FQdBIyHiOHWM&where=search&referrerAllArticles=true
105,강경젓갈축제 김치만드는거 아직하나요?,674092,2024.10.20. 11:42,도치도치맘,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674092&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDA5MiwiaXNzdWVkQXQiOjE3MzI2MDcxMjgwOTIsImNhZmVJZCI6MjEyOTAzNjl9.vZ7WshFc127ucsMn4wkTyaTC2AJ2BcfRLJ0pTW8DH1M&where=search&referrerAllArticles=true
106,강경젓갈축제,674088,2024.10.20. 10:40,딸부자,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674088&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDA4OCwiaXNzdWVkQXQiOjE3MzI2MDcxMjgxMTEsImNhZmVJZCI6MjEyOTAzNjl9.J2f089ckJf_ksJnVCjJKV2-8lWDY1EUwJTm2W28l13o&where=search&referrerAllArticles=true
107,젓갈축제요.. 옛날 딸기축제 느낌이에요,674064,2024.10.19. 20:02,꽁냥꽁냥냥,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674064&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDA2NCwiaXNzdWVkQXQiOjE3MzI2MDcxMjgxMjgsImNhZmVJZCI6MjEyOTAzNjl9.joq_SD8TE4IFjB16XthkII9aTN39bdl5cgPdlMFmC5M&where=search&referrerAllArticles=true
108,젓갈축제,674057,2024.10.19. 19:00,단밤,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674057&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDA1NywiaXNzdWVkQXQiOjE3MzI2MDcxMjgxNDcsImNhZmVJZCI6MjEyOTAzNjl9.jUGPL5UXSCHvNHtrsgfwtT3UdgN1Nbf146I1r4rIGsw&where=search&referrerAllArticles=true
109,젓갈축제 가려는데 날씨어떤가요?,674055,2024.10.19. 18:00,서윤엄마,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674055&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDA1NSwiaXNzdWVkQXQiOjE3MzI2MDcxMjgxNjQsImNhZmVJZCI6MjEyOTAzNjl9.3hu-8X8YNz58AyNzJRkD5yOk4q2SBDRgoNwtXCF1Abg&where=search&referrerAllArticles=true
110,젓갈축제에서 산 과자,674054,2024.10.19. 17:56,비에르나,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674054&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDA1NCwiaXNzdWVkQXQiOjE3MzI2MDcxMjgxODIsImNhZmVJZCI6MjEyOTAzNjl9.ZnEAdIIWIiRwqFWM0iarn46m0eX6uy0GfJT-hNm41Wk&where=search&referrerAllArticles=true
111,젓갈축제 재밌나요,674037,2024.10.19. 14:15,이셔진,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674037&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDAzNywiaXNzdWVkQXQiOjE3MzI2MDcxMjgxOTksImNhZmVJZCI6MjEyOTAzNjl9.Wx-xmwnC5NdV1lO8uiRKk88jcDxA5rf6HOgpnx6go8I&where=search&referrerAllArticles=true
112,논산강경젓갈축제 키즈존 앞 소떡 증정 이벤트 하네요,674036,2024.10.19. 14:14,논산이사,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674036&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDAzNiwiaXNzdWVkQXQiOjE3MzI2MDcxMjgyMTMsImNhZmVJZCI6MjEyOTAzNjl9.uok7_Z_nRwFZpQjcHS5vOek6s5kN7OeB017h8fwpdOQ&where=search&referrerAllArticles=true
113,젓갈축제에 계신분 ^^,674032,2024.10.19. 12:30,땅콩s2,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674032&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDAzMiwiaXNzdWVkQXQiOjE3MzI2MDcxMjgyMjcsImNhZmVJZCI6MjEyOTAzNjl9._nSZG2AofuJ2_Qn28tJpAw7ltmu3D7F4OwraYnE8ZJA&where=search&referrerAllArticles=true
114,젓갈축제 1주차장으로 갈수 있을까요?,674022,2024.10.19. 10:14,아지라앨,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=674022&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3NDAyMiwiaXNzdWVkQXQiOjE3MzI2MDcxMjgyNDIsImNhZmVJZCI6MjEyOTAzNjl9.kD2tREhE4G65Qb3YpwTajLYXILi0JIvEVH8QDD-PH9U&where=search&referrerAllArticles=true
115,강경젓갈축제,673957,2024.10.18. 11:14,하랑,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673957&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzk1NywiaXNzdWVkQXQiOjE3MzI2MDcxMjgyNTUsImNhZmVJZCI6MjEyOTAzNjl9.10h2veElpDhwTXDd9gO86Y_PJd4dOlA20ldxgDUzMhs&where=search&referrerAllArticles=true
116,젓갈축제 갔다가 들리기 좋은곳 추천!,673951,2024.10.18. 10:33,에브리식자재마트,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673951&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzk1MSwiaXNzdWVkQXQiOjE3MzI2MDcxMjgyNjgsImNhZmVJZCI6MjEyOTAzNjl9.tiFY2HbPGHhU6RheYw5pGwVcVLKun5QXqv_TbZ4mx9Y&where=search&referrerAllArticles=true
117,젓갈축제 주차 축제장으로 오지마세요,673947,2024.10.18. 09:51,lovelove1454,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673947&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3Mzk0NywiaXNzdWVkQXQiOjE3MzI2MDcxMjgyODQsImNhZmVJZCI6MjEyOTAzNjl9.zvGV-cMW1XNc5ei9jE4ivVutv2s3hSpkObWWw4qX-hc&where=search&referrerAllArticles=true
118,강경젓갈축제 체험이요..하..,673919,2024.10.17. 20:15,사랑맘1901,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673919&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzkxOSwiaXNzdWVkQXQiOjE3MzI2MDcxMjgyOTksImNhZmVJZCI6MjEyOTAzNjl9.oZ5byp08PtYwBoYeeEill8PFxNMNuR1GnDnsBrbkMlM&where=search&referrerAllArticles=true
119,강경젓갈축제 셔틀버스? 순환버스?,673913,2024.10.17. 19:42,우니의 태리,https://cafe.naver.com/ca-fe/ArticleRead.nhn?clubid=21290369&page=1&userDisplay=50&inCafeSearch=true&searchBy=1&query=%EC%A0%93%EA%B0%88%EC%B6%95%EC%A0%9C&includeAll=&exclude=&include=&exact=&searchdate=all&media=0&sortBy=date&articleid=673913&art=aW50ZXJuYWwtY2FmZS1hcnRpY2xlLXJlYWQtaW5DYWZlLXNlYXJjaC1saXN0.eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjYWZlVHlwZSI6IkNBRkVfSUQiLCJhcnRpY2xlSWQiOjY3MzkxMywiaXNzdWVkQXQiOjE3MzI2MDcxMjgzMTIsImNhZmVJZCI6MjEyOTAzNjl9.P6vjbGX2Kw-BskF-3xmLeInQjpNR5SlalEWQiqjwF1s&where=search&referrerAllArticles=true
